                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                 1.1795,                0.82572,                 1.2066,                0.78829,                 0.6713,                0.76272,                 0.4664,                 1.4007,                 1.0086,                 1.3221,             0.00077491,             0.00077491,             0.00077491
                    151,                 1.1858,                0.83504,                 1.1968,                0.77994,                0.62598,                0.72345,                0.45149,                 1.4204,                 1.0566,                 1.3558,             0.00077401,             0.00077401,             0.00077401
                    152,                 1.1618,                0.83583,                 1.1973,                0.79464,                0.69129,                0.74662,                0.45828,                 1.4266,                 1.0672,                 1.3577,             0.00077311,             0.00077311,             0.00077311
                    153,                 1.1835,                0.84003,                 1.2042,                0.70978,                0.71366,                 0.7486,                0.45825,                 1.4205,                 1.0521,                 1.3577,             0.00077221,             0.00077221,             0.00077221
                    154,                 1.1836,                0.84808,                 1.2056,                0.68861,                0.71185,                0.73877,                0.46588,                 1.3847,                 1.0427,                 1.3273,             0.00077131,             0.00077131,             0.00077131
                    155,                 1.1582,                0.84496,                 1.1841,                 0.7708,                0.68351,                0.75022,                0.46528,                 1.4443,                 1.0417,                 1.3678,             0.00077041,             0.00077041,             0.00077041
                    156,                 1.1972,                0.84469,                 1.2144,                0.74309,                 0.7204,                0.76072,                0.46928,                 1.4213,                 0.9945,                 1.3536,             0.00076951,             0.00076951,             0.00076951
                    157,                 1.1658,                0.82239,                 1.1808,                0.75212,                0.73318,                0.76734,                 0.4692,                 1.3983,                0.99593,                 1.3421,             0.00076861,             0.00076861,             0.00076861
                    158,                 1.1641,                0.81873,                 1.1878,                0.77106,                 0.7135,                0.75661,                 0.4602,                 1.4324,                 1.0136,                 1.3631,             0.00076771,             0.00076771,             0.00076771
                    159,                 1.1479,                0.79254,                 1.1608,                0.77905,                0.71232,                0.76026,                0.45622,                 1.4288,                 1.0055,                 1.3464,             0.00076681,             0.00076681,             0.00076681
                    160,                 1.1543,                0.79029,                 1.1671,                0.80139,                0.67918,                0.74391,                0.45756,                 1.4437,                  1.075,                 1.3964,             0.00076591,             0.00076591,             0.00076591
                    161,                  1.132,                0.83168,                  1.176,                0.76049,                0.72204,                0.75511,                0.45727,                  1.434,                 1.0366,                 1.3691,             0.00076501,             0.00076501,             0.00076501
                    162,                  1.164,                0.83611,                   1.18,                0.75822,                0.70247,                0.74562,                0.44386,                 1.4688,                 1.1011,                 1.3905,             0.00076411,             0.00076411,             0.00076411
                    163,                 1.1554,                0.80889,                 1.1661,                0.85412,                0.67442,                0.75891,                0.46764,                 1.4275,                  1.037,                 1.3609,             0.00076321,             0.00076321,             0.00076321
                    164,                 1.1729,                0.84803,                 1.2091,                0.71507,                0.73075,                0.75325,                0.46981,                 1.4142,                0.99613,                 1.3523,             0.00076231,             0.00076231,             0.00076231
                    165,                 1.1356,                0.78644,                 1.1758,                0.68473,                0.75368,                0.74005,                 0.4675,                 1.3812,                 1.0291,                 1.3223,             0.00076141,             0.00076141,             0.00076141
                    166,                 1.1278,                0.78843,                  1.165,                0.82244,                0.67924,                0.78025,                0.48502,                 1.3926,                  1.024,                 1.3248,             0.00076051,             0.00076051,             0.00076051
                    167,                 1.1364,                0.80311,                 1.1775,                 0.7783,                0.68514,                0.75172,                0.47752,                 1.4097,                0.99885,                 1.3407,             0.00075961,             0.00075961,             0.00075961
                    168,                  1.125,                0.79716,                 1.1626,                 0.7557,                0.72485,                0.74362,                0.45551,                  1.384,                 1.0476,                 1.3372,             0.00075872,             0.00075872,             0.00075872
                    169,                  1.137,                0.77991,                 1.1549,                0.73496,                 0.7222,                0.75404,                 0.4611,                 1.3928,                 1.0604,                 1.3431,             0.00075782,             0.00075782,             0.00075782
                    170,                 1.1269,                0.77637,                 1.1746,                0.80246,                0.62393,                0.73663,                0.43825,                 1.4769,                 1.0677,                 1.4009,             0.00075692,             0.00075692,             0.00075692
                    171,                 1.1282,                0.79614,                 1.1615,                0.75848,                0.72053,                0.76301,                0.46358,                 1.3883,                 1.0194,                 1.3526,             0.00075602,             0.00075602,             0.00075602
                    172,                 1.0918,                0.76526,                  1.153,                0.77673,                 0.6922,                0.74359,                0.46201,                 1.4015,                 1.0279,                 1.3503,             0.00075512,             0.00075512,             0.00075512
                    173,                 1.1145,                0.77492,                 1.1424,                0.71953,                0.73405,                0.74441,                0.45976,                 1.4066,                 1.0224,                 1.3576,             0.00075422,             0.00075422,             0.00075422
                    174,                 1.1247,                0.78364,                 1.1621,                0.72507,                0.71114,                0.73486,                 0.4634,                 1.4332,                 1.0524,                 1.3817,             0.00075332,             0.00075332,             0.00075332
                    175,                 1.1344,                0.77699,                  1.168,                0.71749,                0.70633,                0.72392,                0.45969,                 1.4102,                 1.0393,                 1.3423,             0.00075242,             0.00075242,             0.00075242
                    176,                 1.1198,                0.77552,                 1.1621,                0.74894,                0.71613,                0.74277,                0.46274,                 1.4203,                 1.0093,                 1.3494,             0.00075152,             0.00075152,             0.00075152
                    177,                 1.1121,                0.77389,                 1.1525,                0.77934,                0.72962,                0.75458,                0.47044,                 1.3921,                0.98799,                 1.3457,             0.00075062,             0.00075062,             0.00075062
                    178,                 1.1058,                0.77169,                 1.1561,                0.76368,                0.70707,                0.75404,                0.45533,                 1.4111,                 1.0346,                 1.3597,             0.00074972,             0.00074972,             0.00074972
                    179,                 1.0998,                0.76984,                 1.1571,                0.78019,                0.67113,                0.73689,                0.45363,                 1.4187,                 1.0145,                 1.3595,             0.00074882,             0.00074882,             0.00074882
                    180,                 1.0949,                0.76232,                 1.1459,                0.74898,                0.70462,                0.74405,                0.46157,                 1.4277,                 1.0435,                 1.3647,             0.00074792,             0.00074792,             0.00074792
                    181,                 1.0798,                0.77109,                 1.1655,                0.72166,                0.73385,                0.73581,                0.47233,                 1.3873,                0.98002,                 1.3248,             0.00074702,             0.00074702,             0.00074702
                    182,                 1.0678,                0.75957,                 1.1413,                 0.7408,                0.72365,                0.73968,                0.46245,                 1.4326,                 1.0152,                 1.3614,             0.00074612,             0.00074612,             0.00074612
                    183,                  1.083,                0.75091,                 1.1562,                0.81819,                0.69172,                0.75457,                0.46897,                 1.4064,                 1.0182,                 1.3629,             0.00074522,             0.00074522,             0.00074522
                    184,                 1.1015,                0.78862,                 1.1696,                0.77615,                 0.6933,                0.74202,                 0.4654,                  1.434,                 1.0786,                 1.3796,             0.00074432,             0.00074432,             0.00074432
                    185,                 1.0662,                0.74427,                 1.1381,                0.77936,                0.71451,                 0.7578,                0.46439,                 1.4136,                 1.0099,                 1.3565,             0.00074342,             0.00074342,             0.00074342
                    186,                 1.0814,                0.76232,                 1.1462,                 0.7781,                0.72809,                0.75434,                0.47089,                 1.3903,                 1.0271,                 1.3598,             0.00074252,             0.00074252,             0.00074252
                    187,                 1.0986,                0.75981,                 1.1517,                0.75083,                0.73416,                0.74422,                0.46756,                 1.3931,                 1.0353,                 1.3517,             0.00074162,             0.00074162,             0.00074162
                    188,                  1.126,                0.77723,                 1.1901,                0.79177,                0.68132,                0.74817,                0.47516,                 1.4258,                  1.049,                 1.3593,             0.00074072,             0.00074072,             0.00074072
                    189,                 1.1201,                0.78806,                  1.171,                0.79976,                0.70888,                0.75998,                0.46802,                 1.4244,                 1.0152,                 1.3554,             0.00073982,             0.00073982,             0.00073982
                    190,                 1.1028,                0.76003,                 1.1616,                0.79108,                 0.7046,                0.75941,                0.47927,                 1.3917,                 1.0245,                 1.3335,             0.00073892,             0.00073892,             0.00073892
                    191,                 1.0506,                0.74425,                 1.1476,                0.82087,                  0.686,                0.76058,                0.46514,                  1.434,                 1.0222,                 1.3873,             0.00073802,             0.00073802,             0.00073802
                    192,                 1.0817,                0.76161,                 1.1678,                0.85045,                0.66493,                0.75743,                0.46059,                 1.4173,                 1.0705,                 1.3558,             0.00073712,             0.00073712,             0.00073712
                    193,                 1.0808,                0.73775,                 1.1321,                0.73571,                0.72319,                0.74408,                0.45505,                 1.4045,                 1.0133,                  1.362,             0.00073622,             0.00073622,             0.00073622
                    194,                 1.0972,                0.75913,                 1.1532,                0.78444,                0.71568,                 0.7514,                0.46814,                   1.37,                0.99399,                 1.3419,             0.00073532,             0.00073532,             0.00073532
                    195,                 1.0737,                 0.7354,                 1.1257,                0.81488,                0.70112,                0.75279,                0.46337,                 1.3954,                 1.0094,                 1.3292,             0.00073442,             0.00073442,             0.00073442
                    196,                 1.0488,                0.72618,                 1.1203,                0.76226,                0.73265,                0.75409,                0.48159,                 1.3671,                0.99044,                 1.3026,             0.00073352,             0.00073352,             0.00073352
                    197,                 1.0615,                0.72764,                 1.1289,                0.77572,                0.70481,                0.74247,                0.47156,                 1.4072,                 1.0172,                 1.3594,             0.00073262,             0.00073262,             0.00073262
                    198,                 1.0629,                0.74142,                 1.1469,                0.73757,                0.70589,                 0.7422,                0.47028,                 1.4185,                0.98059,                 1.3678,             0.00073172,             0.00073172,             0.00073172
                    199,                 1.0772,                0.72374,                 1.1312,                0.81214,                0.68136,                0.76559,                0.45791,                  1.406,                 1.0221,                 1.3477,             0.00073082,             0.00073082,             0.00073082
                    200,                 1.0637,                0.74358,                  1.143,                 0.7901,                0.70425,                0.75412,                0.47694,                 1.3722,                0.99582,                 1.3359,             0.00072992,             0.00072992,             0.00072992
                    201,                 1.0972,                0.77844,                 1.1532,                 0.8087,                0.67231,                 0.7626,                0.47812,                 1.3966,                  1.008,                 1.3536,             0.00072902,             0.00072902,             0.00072902
                    202,                 1.0461,                0.73601,                 1.1262,                0.75273,                0.69515,                0.74762,                0.46516,                  1.386,                0.99906,                 1.3319,             0.00072812,             0.00072812,             0.00072812
                    203,                  1.103,                0.77173,                  1.149,                0.82096,                0.63062,                0.72743,                0.45022,                 1.3961,                 1.0477,                 1.3401,             0.00072722,             0.00072722,             0.00072722
                    204,                 1.0704,                0.72396,                 1.1261,                 0.7531,                0.69598,                0.73435,                0.45924,                  1.411,                 1.0282,                  1.357,             0.00072632,             0.00072632,             0.00072632
                    205,                 1.0713,                0.71328,                 1.1263,                0.81395,                0.68264,                0.75401,                0.45369,                 1.4107,                 1.0897,                 1.3602,             0.00072542,             0.00072542,             0.00072542
                    206,                 1.0623,                0.72622,                 1.1218,                0.78552,                0.74539,                0.77812,                0.46924,                  1.404,                0.98887,                 1.3543,             0.00072452,             0.00072452,             0.00072452
                    207,                 1.0636,                 0.7253,                 1.1286,                0.74152,                0.72496,                0.75687,                0.47942,                 1.3896,                 1.0231,                 1.3138,             0.00072362,             0.00072362,             0.00072362
                    208,                  1.033,                0.75202,                 1.1227,                0.82267,                0.71028,                0.76981,                0.47658,                 1.3893,                0.98146,                 1.3405,             0.00072272,             0.00072272,             0.00072272
                    209,                 1.0546,                0.72359,                   1.13,                 0.7621,                0.72504,                0.74978,                0.46781,                 1.4335,                 1.0134,                 1.3604,             0.00072182,             0.00072182,             0.00072182
                    210,                 1.0615,                0.72445,                 1.1281,                0.72241,                0.70653,                0.72398,                0.45421,                 1.4383,                 1.0616,                 1.3685,             0.00072092,             0.00072092,             0.00072092
                    211,                 1.0324,                0.72268,                 1.1161,                0.79713,                0.66729,                0.75022,                0.47779,                 1.4156,                 1.0698,                 1.3617,             0.00072002,             0.00072002,             0.00072002
                    212,                 1.0422,                0.71012,                 1.1246,                0.77987,                0.69179,                0.74485,                0.46402,                 1.4309,                 1.0292,                 1.3687,             0.00071912,             0.00071912,             0.00071912
                    213,                 1.0234,                0.69817,                  1.112,                0.79399,                 0.6992,                0.75447,                0.46127,                 1.4021,                 1.0392,                 1.3487,             0.00071822,             0.00071822,             0.00071822
                    214,                 1.0515,                0.70521,                 1.1038,                0.73792,                0.73702,                0.75417,                 0.4754,                 1.3622,                 0.9532,                 1.3106,             0.00071732,             0.00071732,             0.00071732
                    215,                 1.0103,                0.68872,                 1.1122,                0.85508,                0.71526,                0.78548,                0.49134,                 1.3592,                0.95603,                 1.3112,             0.00071642,             0.00071642,             0.00071642
                    216,                 1.0213,                0.70313,                 1.1021,                0.80082,                0.72987,                0.76713,                0.46788,                 1.3968,                0.97753,                 1.3574,             0.00071552,             0.00071552,             0.00071552
                    217,                 1.0432,                0.70706,                 1.1392,                0.80785,                0.72192,                0.77567,                 0.4732,                 1.3749,                0.98294,                 1.3316,             0.00071462,             0.00071462,             0.00071462
                    218,                 1.0244,                 0.7129,                 1.1152,                0.74564,                0.74299,                0.76088,                0.46964,                 1.3731,                0.98244,                 1.3372,             0.00071372,             0.00071372,             0.00071372
                    219,                 1.0264,                0.68965,                 1.0992,                0.78315,                0.73034,                0.77418,                0.46657,                 1.3976,                 1.0143,                 1.3349,             0.00071282,             0.00071282,             0.00071282
                    220,                 1.0151,                0.70426,                 1.1142,                0.81257,                0.73424,                0.76998,                0.48836,                 1.3679,                0.99893,                 1.3348,             0.00071192,             0.00071192,             0.00071192
                    221,                 1.0095,                0.70104,                  1.103,                 0.7324,                0.76006,                0.75779,                0.47147,                 1.3805,                  1.013,                 1.3517,             0.00071102,             0.00071102,             0.00071102
                    222,                 1.0291,                0.72104,                 1.1171,                0.82129,                 0.7191,                0.76119,                0.46449,                 1.4034,                 1.0039,                 1.3352,             0.00071012,             0.00071012,             0.00071012
                    223,                 1.0386,                0.70105,                 1.1005,                0.81073,                0.72424,                0.75111,                0.46905,                 1.3821,                 1.0412,                 1.3418,             0.00070922,             0.00070922,             0.00070922
                    224,                 1.0168,                0.68471,                 1.1097,                0.84025,                0.67659,                0.76116,                0.48389,                 1.4102,                0.98914,                 1.3553,             0.00070832,             0.00070832,             0.00070832
                    225,                 1.0292,                0.69991,                 1.1087,                0.80836,                0.69889,                0.76232,                0.49422,                 1.3692,                0.94062,                 1.3299,             0.00070742,             0.00070742,             0.00070742
                    226,                 1.0351,                0.69574,                 1.1047,                0.77787,                0.71657,                0.76766,                 0.4919,                 1.3678,                0.98941,                 1.3306,             0.00070652,             0.00070652,             0.00070652
                    227,                 1.0391,                0.70606,                 1.1226,                0.79387,                0.70243,                0.76463,                0.47247,                 1.4001,                  1.035,                 1.3461,             0.00070562,             0.00070562,             0.00070562
                    228,                 1.0337,                0.68864,                 1.1104,                0.77339,                 0.7306,                0.75895,                0.48276,                 1.3905,                 0.9695,                 1.3356,             0.00070472,             0.00070472,             0.00070472
                    229,                 1.0249,                0.68941,                 1.1038,                0.72855,                0.72281,                0.73297,                0.46962,                 1.4352,                 1.0297,                 1.3639,             0.00070382,             0.00070382,             0.00070382
                    230,                 1.0074,                0.68295,                  1.108,                0.83518,                0.66628,                0.76544,                 0.4652,                 1.4341,                 1.0282,                 1.3623,             0.00070292,             0.00070292,             0.00070292
                    231,                0.97862,                0.66145,                 1.0826,                0.81712,                0.70634,                0.78133,                0.47334,                 1.3866,                  1.004,                 1.3358,             0.00070202,             0.00070202,             0.00070202
                    232,                 1.0219,                0.67761,                 1.1021,                0.74632,                0.74519,                0.76056,                0.47447,                 1.3884,                   1.01,                 1.3418,             0.00070112,             0.00070112,             0.00070112
                    233,                0.99741,                0.67079,                 1.1053,                0.79483,                 0.7327,                0.77929,                0.48432,                 1.4007,                 1.0109,                 1.3456,             0.00070022,             0.00070022,             0.00070022
                    234,                 1.0115,                0.68237,                  1.101,                0.74783,                 0.7137,                0.76147,                0.47092,                 1.3958,                 1.0249,                 1.3364,             0.00069932,             0.00069932,             0.00069932
                    235,                  1.008,                0.68789,                   1.11,                0.81129,                 0.7321,                0.76706,                0.48068,                 1.4096,                0.97464,                 1.3527,             0.00069842,             0.00069842,             0.00069842
                    236,                 1.0297,                 0.6914,                 1.1133,                0.80532,                0.73057,                0.77408,                0.47439,                 1.3837,                 1.0435,                 1.3451,             0.00069752,             0.00069752,             0.00069752
                    237,                0.99867,                 0.6822,                 1.0903,                0.78721,                0.71343,                0.75503,                 0.4773,                 1.3934,                 1.0006,                 1.3324,             0.00069662,             0.00069662,             0.00069662
                    238,                0.98026,                0.67263,                  1.081,                0.78124,                0.71646,                0.78492,                0.49544,                 1.3589,                0.97128,                 1.3163,             0.00069572,             0.00069572,             0.00069572
                    239,                0.99443,                0.68259,                 1.0863,                0.79496,                0.71021,                0.76673,                0.47733,                 1.3637,                 1.0308,                 1.3238,             0.00069482,             0.00069482,             0.00069482
                    240,                 1.0138,                 0.6733,                 1.1008,                   0.74,                0.74626,                0.76571,                0.46452,                 1.3877,                 1.0658,                   1.35,             0.00069392,             0.00069392,             0.00069392
                    241,                0.99051,                0.66348,                 1.0946,                0.71156,                0.75843,                0.76602,                0.47752,                  1.381,                 1.0292,                  1.334,             0.00069302,             0.00069302,             0.00069302
                    242,                0.99442,                0.66153,                  1.073,                0.80468,                  0.676,                0.75361,                0.47063,                  1.384,                 1.0504,                 1.3373,             0.00069212,             0.00069212,             0.00069212
                    243,                 1.0112,                0.69381,                  1.095,                0.79574,                0.70236,                0.76306,                0.47098,                 1.3637,                 1.0109,                 1.3318,             0.00069122,             0.00069122,             0.00069122
                    244,                 1.0257,                0.67741,                 1.0917,                0.77973,                0.72805,                0.78429,                 0.4648,                 1.4179,                 1.0296,                 1.3522,             0.00069032,             0.00069032,             0.00069032
                    245,                  0.952,                0.65997,                 1.0725,                0.79449,                0.72506,                0.76306,                0.48355,                 1.3618,                0.97537,                 1.3366,             0.00068942,             0.00068942,             0.00068942
                    246,                0.97288,                0.64989,                 1.0839,                0.76596,                0.75296,                0.76764,                0.48516,                 1.3513,                0.95183,                 1.3098,             0.00068852,             0.00068852,             0.00068852
                    247,                0.98449,                0.66254,                 1.0793,                0.83476,                0.71217,                0.77675,                0.48736,                 1.3604,                0.97392,                 1.3272,             0.00068762,             0.00068762,             0.00068762
                    248,                0.98644,                0.66017,                 1.0775,                0.80085,                0.70401,                0.78614,                0.49363,                 1.3406,                0.95783,                 1.3181,             0.00068672,             0.00068672,             0.00068672
                    249,                0.99121,                0.66455,                 1.0842,                0.78897,                0.69874,                0.77372,                0.48261,                 1.3464,                 1.0368,                 1.3076,             0.00068582,             0.00068582,             0.00068582
                    250,                0.98647,                0.66584,                 1.0846,                0.80327,                0.72351,                0.78267,                0.48268,                 1.3743,                0.96901,                 1.3458,             0.00068492,             0.00068492,             0.00068492
                    251,                0.97267,                 0.6525,                 1.0838,                0.81145,                0.69247,                 0.7766,                0.48482,                 1.3769,                0.99028,                 1.3335,             0.00068402,             0.00068402,             0.00068402
                    252,                0.98049,                 0.6502,                 1.0846,                0.76254,                0.73856,                0.77528,                0.48767,                 1.3772,                0.98071,                 1.3251,             0.00068312,             0.00068312,             0.00068312
                    253,                0.99257,                0.66709,                 1.0868,                0.81788,                 0.6605,                0.75673,                0.47032,                 1.3984,                 1.0493,                 1.3357,             0.00068222,             0.00068222,             0.00068222
                    254,                 1.0138,                0.68562,                 1.1004,                0.80103,                0.68489,                 0.7513,                0.47126,                 1.3852,                 1.0246,                 1.3428,             0.00068132,             0.00068132,             0.00068132
                    255,                0.98435,                0.66291,                 1.0911,                0.81118,                0.72188,                0.77774,                0.48479,                 1.3653,                0.98947,                 1.3162,             0.00068042,             0.00068042,             0.00068042
                    256,                0.96614,                0.65399,                 1.0871,                 0.7942,                0.76023,                0.78939,                0.50138,                 1.3407,                0.96576,                 1.3042,             0.00067952,             0.00067952,             0.00067952
                    257,                 0.9659,                0.64157,                 1.0809,                0.80679,                    0.7,                0.79541,                0.49991,                 1.3665,                0.95747,                 1.3125,             0.00067862,             0.00067862,             0.00067862
                    258,                0.96391,                0.64637,                 1.0737,                0.79766,                0.75249,                0.79033,                0.48109,                 1.3559,                0.95462,                  1.311,             0.00067772,             0.00067772,             0.00067772
                    259,                0.96967,                0.66528,                 1.0937,                0.76844,                0.76935,                0.76893,                  0.493,                 1.3614,                0.97724,                 1.3365,             0.00067682,             0.00067682,             0.00067682
                    260,                0.98978,                0.67731,                 1.1047,                0.76943,                0.73365,                0.75641,                0.46013,                 1.3941,                 1.0275,                  1.336,             0.00067592,             0.00067592,             0.00067592
                    261,                0.98105,                0.66947,                 1.0777,                0.82592,                0.70177,                 0.7633,                0.48129,                 1.3483,                0.97787,                 1.3193,             0.00067502,             0.00067502,             0.00067502
                    262,                0.97102,                0.65376,                 1.0755,                0.79323,                0.70985,                0.76044,                0.47751,                 1.3783,                0.99839,                 1.3312,             0.00067412,             0.00067412,             0.00067412
                    263,                0.96807,                0.65667,                 1.0918,                0.78998,                0.72184,                0.76585,                0.47686,                 1.3922,                 1.0055,                 1.3415,             0.00067322,             0.00067322,             0.00067322
                    264,                0.95659,                0.63556,                  1.063,                0.72025,                 0.7226,                0.75478,                0.46197,                 1.3955,                 1.0571,                 1.3304,             0.00067232,             0.00067232,             0.00067232
                    265,                0.96732,                0.66049,                 1.0905,                 0.7463,                0.73721,                0.75709,                0.48059,                 1.3617,                 1.0011,                 1.3164,             0.00067142,             0.00067142,             0.00067142
                    266,                 0.9647,                 0.6337,                 1.0739,                0.81344,                 0.7084,                0.78542,                0.49661,                  1.343,                0.97683,                 1.3356,             0.00067052,             0.00067052,             0.00067052
                    267,                0.96713,                 0.6301,                 1.0613,                 0.7961,                0.75523,                0.78187,                 0.4854,                 1.3722,                0.98171,                 1.3288,             0.00066962,             0.00066962,             0.00066962
                    268,                 0.9783,                0.66819,                 1.0736,                0.81549,                0.71058,                0.76442,                 0.4838,                 1.3658,                 1.0198,                   1.34,             0.00066872,             0.00066872,             0.00066872
                    269,                0.94927,                0.64688,                 1.0879,                0.79387,                 0.6983,                0.76169,                0.47413,                 1.3878,                 1.0511,                 1.3441,             0.00066782,             0.00066782,             0.00066782
                    270,                0.97217,                0.64267,                 1.0776,                0.79348,                 0.6987,                0.76424,                0.48163,                 1.3762,                 1.0559,                 1.3308,             0.00066692,             0.00066692,             0.00066692
                    271,                0.94938,                0.63384,                 1.0769,                0.82099,                0.75187,                0.78003,                0.48873,                 1.3762,                0.97922,                 1.3389,             0.00066602,             0.00066602,             0.00066602
                    272,                0.95556,                 0.6384,                 1.0629,                0.79057,                0.72154,                0.75692,                0.46045,                 1.4049,                 1.0385,                 1.3524,             0.00066512,             0.00066512,             0.00066512
                    273,                0.95752,                0.63095,                 1.0576,                0.77144,                0.76703,                0.78266,                0.47927,                 1.3821,                 1.0025,                  1.333,             0.00066422,             0.00066422,             0.00066422
                    274,                 0.9556,                0.63752,                 1.0703,                0.81245,                0.73195,                0.77339,                0.48222,                 1.3733,                  1.036,                 1.3331,             0.00066332,             0.00066332,             0.00066332
                    275,                0.93982,                0.62637,                  1.053,                 0.7706,                0.71587,                0.76832,                0.47348,                 1.3668,                 1.1361,                 1.3198,             0.00066242,             0.00066242,             0.00066242
                    276,                0.97662,                0.66265,                  1.096,                0.77274,                0.72881,                0.76447,                0.48367,                 1.3633,                 1.0163,                 1.3396,             0.00066152,             0.00066152,             0.00066152
                    277,                0.98235,                0.65337,                 1.0675,                0.79022,                0.71395,                0.76613,                  0.482,                 1.3795,                 1.0081,                 1.3346,             0.00066062,             0.00066062,             0.00066062
                    278,                 0.9584,                0.63529,                 1.0653,                0.82546,                0.69962,                0.77935,                0.48289,                 1.3565,                0.96889,                 1.3252,             0.00065972,             0.00065972,             0.00065972
                    279,                0.98155,                0.65171,                 1.0734,                0.75893,                0.76349,                0.77361,                0.49885,                 1.3304,                0.94378,                 1.3107,             0.00065883,             0.00065883,             0.00065883
                    280,                0.94771,                0.63366,                 1.0591,                0.79234,                0.74928,                0.78091,                0.49762,                 1.3457,                0.93175,                 1.3039,             0.00065793,             0.00065793,             0.00065793
                    281,                 0.9368,                0.61766,                 1.0553,                 0.8246,                0.74469,                0.78531,                0.49075,                 1.3529,                0.97907,                 1.3036,             0.00065703,             0.00065703,             0.00065703
                    282,                0.94295,                0.61891,                 1.0592,                0.81513,                0.73043,                0.78626,                0.49255,                  1.345,                0.94659,                 1.3212,             0.00065613,             0.00065613,             0.00065613
                    283,                0.93482,                0.61926,                 1.0556,                0.81144,                0.71733,                0.78274,                0.48888,                 1.3807,                 1.0112,                 1.3365,             0.00065523,             0.00065523,             0.00065523
                    284,                0.93425,                 0.6528,                 1.0862,                0.81762,                0.71671,                 0.7676,                0.47925,                 1.3774,                 1.0107,                 1.3242,             0.00065433,             0.00065433,             0.00065433
                    285,                0.97033,                0.66701,                 1.0915,                0.76237,                0.76057,                0.78625,                0.48497,                 1.3611,                0.96672,                 1.3214,             0.00065343,             0.00065343,             0.00065343
                    286,                 0.9601,                0.63573,                 1.0648,                 0.8278,                0.75043,                 0.7832,                0.48797,                 1.3539,                 0.9926,                 1.2967,             0.00065253,             0.00065253,             0.00065253
                    287,                 0.9299,                0.62502,                 1.0641,                0.80427,                0.76681,                0.78321,                0.49507,                 1.3626,                0.97292,                 1.3316,             0.00065163,             0.00065163,             0.00065163
                    288,                 0.9286,                0.60879,                  1.054,                0.84045,                  0.714,                 0.7774,                0.47871,                 1.3975,                 1.0097,                 1.3478,             0.00065073,             0.00065073,             0.00065073
                    289,                0.91985,                0.61141,                 1.0461,                 0.8003,                0.72767,                0.77567,                0.48785,                   1.39,                0.93773,                 1.3349,             0.00064983,             0.00064983,             0.00064983
                    290,                0.95243,                0.63362,                 1.0662,                0.74438,                0.71632,                0.75647,                0.47571,                 1.3644,                 1.0492,                 1.3163,             0.00064893,             0.00064893,             0.00064893
                    291,                0.91966,                0.60606,                 1.0495,                  0.769,                0.74152,                 0.7798,                0.49565,                 1.3457,                0.99303,                 1.3047,             0.00064803,             0.00064803,             0.00064803
                    292,                0.93331,                0.62672,                 1.0716,                0.80086,                0.72261,                0.78416,                0.50264,                 1.3334,                0.98229,                 1.3087,             0.00064713,             0.00064713,             0.00064713
                    293,                0.91862,                0.60971,                 1.0466,                0.78371,                0.73091,                0.78168,                 0.4956,                 1.3642,                0.98243,                 1.3107,             0.00064623,             0.00064623,             0.00064623
                    294,                0.93837,                0.61358,                 1.0567,                0.79131,                0.73587,                0.79375,                0.50513,                 1.3462,                0.96426,                 1.2972,             0.00064533,             0.00064533,             0.00064533
                    295,                0.94448,                0.61592,                 1.0503,                0.83054,                0.72561,                0.78763,                0.49245,                 1.3685,                0.95285,                 1.3163,             0.00064443,             0.00064443,             0.00064443
                    296,                0.94839,                0.62598,                 1.0626,                0.79053,                0.74426,                0.78922,                0.49002,                 1.3549,                0.98994,                 1.3163,             0.00064353,             0.00064353,             0.00064353
                    297,                0.91167,                0.61672,                 1.0515,                 0.8019,                0.72482,                0.78039,                0.49643,                  1.348,                 1.0232,                 1.3098,             0.00064263,             0.00064263,             0.00064263
                    298,                0.93029,                0.62215,                 1.0528,                0.77711,                 0.7161,                0.76982,                0.48806,                 1.3432,                 1.0257,                 1.3178,             0.00064173,             0.00064173,             0.00064173
                    299,                0.94026,                 0.6337,                 1.0753,                0.79015,                0.71572,                0.76839,                0.48861,                 1.3517,                 1.0147,                 1.3243,             0.00064083,             0.00064083,             0.00064083
                    300,                0.91268,                0.60418,                 1.0495,                0.80445,                0.74865,                0.79252,                 0.4928,                 1.3444,                0.94072,                 1.3072,             0.00063993,             0.00063993,             0.00063993
                    301,                0.92799,                0.61804,                 1.0726,                0.79475,                0.74706,                0.78402,                0.48945,                 1.3459,                0.94136,                 1.3134,             0.00063903,             0.00063903,             0.00063903
                    302,                0.92624,                0.60174,                 1.0465,                0.78862,                0.71748,                0.76808,                0.48946,                   1.33,                0.98508,                 1.2895,             0.00063813,             0.00063813,             0.00063813
                    303,                0.91953,                0.61381,                 1.0607,                  0.782,                0.70694,                0.75949,                 0.4843,                  1.349,                 1.0332,                 1.3019,             0.00063723,             0.00063723,             0.00063723
                    304,                0.92176,                0.62884,                 1.0513,                0.79727,                0.69445,                0.75509,                0.48467,                 1.3544,                 1.0207,                 1.3197,             0.00063633,             0.00063633,             0.00063633
